Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2018,2018 Annual,Physical Inactivity - White,New Jersey,33,26.7,0.39,28.4,25,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Policy,New Jersey,30,0.007,0.007,,,America's Health Rankings composite measure,2018
2018,2018 Annual,Poor Mental Health Days,New Jersey,23,3.9,0,4.1,3.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Poor Mental Health Days - $25-$49,999",New Jersey,42,4.2,1.04,4.9,3.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Poor Mental Health Days - $50-$74,999",New Jersey,32,3.4,0.19,4.2,2.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Poor Mental Health Days - $75,000 or More",New Jersey,47,2.9,1.48,3.3,2.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Mental Health Days - Ages 18-44,New Jersey,15,4.4,-0.32,4.9,3.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Mental Health Days - Ages 45-64,New Jersey,23,3.8,-0.26,4.2,3.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Mental Health Days - Ages 65+,New Jersey,41,2.8,0.8,3.2,2.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Mental Health Days - American Indian/Alaskan Native,New Jersey,,,,10.9,2.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Mental Health Days - Asian,New Jersey,,2.3,,3.1,1.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Mental Health Days - Black,New Jersey,,3.9,,4.5,3.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Mental Health Days - College Grad,New Jersey,35,2.7,0.41,3,2.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Mental Health Days - Female,New Jersey,22,4.4,-0.32,4.8,4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Mental Health Days - Hawaiian/Pacific Islander,New Jersey,,,,1.1,0,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Mental Health Days - High School Grad,New Jersey,37,4.4,0.5,5,3.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Mental Health Days - Hispanic,New Jersey,,3.9,,4.6,3.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Poor Mental Health Days - Less Than $25,000",New Jersey,12,5.7,-0.3,6.5,5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Mental Health Days - Less than High School,New Jersey,25,5.4,0.23,6.5,4.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Mental Health Days - Male,New Jersey,22,3.3,-0.2,3.6,2.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Mental Health Days - Multiracial,New Jersey,,6,,8.4,3.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Mental Health Days - Other Race,New Jersey,,5.2,,7.9,2.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Mental Health Days - Rural,New Jersey,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Mental Health Days - Some College,New Jersey,26,4.1,0,4.7,3.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Mental Health Days - Suburban,New Jersey,,3.3,,3.6,2.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Mental Health Days - Urban,New Jersey,47,4.3,1.42,5.2,3.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Mental Health Days - White,New Jersey,31,4.1,0.19,4.4,3.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Physical Health Days,New Jersey,21,3.9,-0.17,4.1,3.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Poor Physical Health Days - $25-$49,999",New Jersey,44,4.9,1.48,5.7,4.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Poor Physical Health Days - $50-$74,999",New Jersey,49,4.2,2,5,3.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Poor Physical Health Days - $75,000 or More",New Jersey,42,2.5,1.13,2.8,2.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Physical Health Days - Ages 18-44,New Jersey,14,2.6,-0.26,3,2.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Physical Health Days - Ages 45-64,New Jersey,22,4.7,-0.34,5.2,4.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Physical Health Days - Ages 65+,New Jersey,18,5,-0.4,5.5,4.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Physical Health Days - American Indian/Alaskan Native,New Jersey,,7.6,,11.9,3.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Physical Health Days - Asian,New Jersey,,1.7,,2.3,1.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Physical Health Days - Black,New Jersey,,3.7,,4.3,3.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Physical Health Days - College Grad,New Jersey,12,2.4,-0.33,2.6,2.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Physical Health Days - Female,New Jersey,19,4.2,-0.33,4.5,3.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Physical Health Days - Hawaiian/Pacific Islander,New Jersey,,,,2.1,0,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Physical Health Days - High School Grad,New Jersey,34,5,0.29,5.5,4.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Physical Health Days - Hispanic,New Jersey,,4.3,,5,3.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Poor Physical Health Days - Less Than $25,000",New Jersey,11,6.7,-0.44,7.5,6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Physical Health Days - Less than High School,New Jersey,28,7.2,0.26,8.6,5.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Physical Health Days - Male,New Jersey,22,3.5,-0.17,3.9,3.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Physical Health Days - Multiracial,New Jersey,,6.8,,9.5,4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Physical Health Days - Other Race,New Jersey,,6.7,,10.5,2.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Physical Health Days - Rural,New Jersey,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Physical Health Days - Some College,New Jersey,27,4.6,0.39,5.1,4.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Physical Health Days - Suburban,New Jersey,,4.1,,4.4,3.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Physical Health Days - Urban,New Jersey,13,4.2,-0.84,4.9,3.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Poor Physical Health Days - White,New Jersey,25,4.1,0,4.4,3.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Premature Death,New Jersey,8,6225,-0.81,6295,6154,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2016
2018,2018 Annual,Preventable Hospitalizations,New Jersey,29,49.6,0.02,50.1,49.2,The Dartmouth Atlas of Health Care,2015
2018,2018 Annual,Primary Care Physicians,New Jersey,12,176.3,0.53,,,"Special data request for information on active state licensed physicians provided by Redi-Data, Inc., Sept 28, 2018; U.S. Census Bureau Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2017",2018
2018,2018 Annual,Public Health Funding,New Jersey,39,64,-0.47,,,"Trust For America’s Health; U.S. Department of Health and Human Services (HHS); U.S. Census Bureau, Annual Estimates of the Resident Population: April 1, 2010 to July 1, 2017",2016-2017
2018,2018 Annual,Salmonella,New Jersey,11,11.7,-0.7,0,0,"CDC, National Notifiable Infectious Diseases Surveillance System, Annual Tables of Infectious Disease Data",2016
2018,2018 Annual,Seat Belt Use,New Jersey,14,90.2,0.63,91.2,89.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Seat Belt Use - $25-$49,999",New Jersey,20,88,0.01,91.2,84.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Seat Belt Use - $50-$74,999",New Jersey,23,88.5,-0.08,91.7,85.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Seat Belt Use - $75,000 or More",New Jersey,18,91.7,0.08,93.4,89.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Seat Belt Use - Ages 18 to 44,New Jersey,14,87.1,0.22,89.1,85,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Seat Belt Use - Ages 45 to 64,New Jersey,15,92.2,0.32,93.5,90.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Seat Belt Use - Ages 65+,New Jersey,14,93.2,0.35,94.5,91.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Seat Belt Use - Am. Indian,New Jersey,,75.5,,92.7,58.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Seat Belt Use - Asian,New Jersey,,93.1,,97.3,89,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Seat Belt Use - Black,New Jersey,,88.2,,91.3,85,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Seat Belt Use - College Grad,New Jersey,16,94,0.3,95.2,92.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Seat Belt Use - Female,New Jersey,12,93.2,0.38,94.4,92,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Seat Belt Use - Hawaiian PI,New Jersey,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Seat Belt Use - High School Grad,New Jersey,17,89.1,0.32,91.4,86.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Seat Belt Use - Hispanic,New Jersey,,88.9,,91.9,85.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Seat Belt Use - Less than $25,000",New Jersey,16,89,0.18,91.3,86.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Seat Belt Use - Less Than HS,New Jersey,18,88.1,0.09,92,84.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Seat Belt Use - Male,New Jersey,15,86.9,0.22,88.6,85.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Seat Belt Use - Multiracial,New Jersey,,87.4,,94.9,79.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Seat Belt Use - Other Race,New Jersey,,85.3,,102.6,68,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Seat Belt Use - Rural,New Jersey,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Seat Belt Use - Some College,New Jersey,22,88.3,-0.14,90.6,86,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Seat Belt Use - Suburban,New Jersey,,92.7,,94,91.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Seat Belt Use - Urban,New Jersey,33,90.5,-0.26,93.7,87.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Seat Belt Use - White,New Jersey,15,90.6,0.41,91.8,89.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Severe Housing Problems,New Jersey,47,22.3,1.11,0,0,"U.S. Department of Housing and Urban Development, Comprehensive Housing Affordability Strategy (CHAS)",2011-2015
2018,2018 Annual,Six+ Teeth Extractions,New Jersey,18,16.2,-0.36,18.3,14.1,"CDC, Behavioral Risk Factor Surveillance System",2016
2018,2018 Annual,Smoking,New Jersey,6,13.7,-0.97,14.9,12.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $25-$49,999",New Jersey,23,19.7,0,23.2,16.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $50-$74,999",New Jersey,20,14.6,-0.26,18.2,10.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - $75,000 or More",New Jersey,33,10,0.28,11.6,8.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Smoking - Ages 18-44,New Jersey,5,15.2,-0.73,17.2,13.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Smoking - Ages 45-64,New Jersey,9,15.3,-0.71,17,13.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Smoking - Ages 65+,New Jersey,11,8,-0.48,9.5,6.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Smoking - American Indian/Alaskan Native,New Jersey,,,,19.7,1.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Smoking - Asian,New Jersey,,6.5,,9.8,3.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Smoking - Black,New Jersey,,14.4,,17.3,11.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Smoking - College Grad,New Jersey,31,7.2,0.48,8.5,5.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Smoking - Female,New Jersey,5,11.5,-0.72,12.9,10.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Smoking - Hawaiian/Pacific Islander,New Jersey,,,,27.9,0,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Smoking - High School Grad,New Jersey,4,17.9,-1.33,20.3,15.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Smoking - Hispanic,New Jersey,,13.8,,16.9,10.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Smoking - Less Than $25,000",New Jersey,6,20.6,-1,23.5,17.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Smoking - Less than High School,New Jersey,6,22.3,-0.7,27.2,17.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Smoking - Male,New Jersey,8,16.1,-0.75,18,14.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Smoking - Multiracial,New Jersey,,18.1,,26.9,9.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Smoking - Other Race,New Jersey,,,,23,3.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Smoking - Rural,New Jersey,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Smoking - Some College,New Jersey,20,17.4,-0.15,19.8,15,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Smoking - Suburban,New Jersey,,11.9,,13.4,10.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Smoking - Urban,New Jersey,,11,,13.6,8.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Smoking - White,New Jersey,12,14.9,-0.64,16.4,13.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Stroke,New Jersey,8,2.5,-0.61,2.9,2.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Stroke - $25-$49,999",New Jersey,,3.7,,4.8,2.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Stroke - $50-$74,999",New Jersey,,2.6,,3.5,1.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Stroke - $75,000 or More",New Jersey,,1.1,,1.5,0.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Stroke - Ages 18-44,New Jersey,,,,0.9,0.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Stroke - Ages 45-64,New Jersey,7,2.4,-1.02,2.9,1.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Stroke - Ages 65+,New Jersey,20,7.1,-0.37,8.3,5.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Stroke - American Indian/Alaskan Native,New Jersey,,,,8.9,0,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Stroke - Asian,New Jersey,,,,2.4,0,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Stroke - Black,New Jersey,,2.3,,3.2,1.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Stroke - College Grad,New Jersey,,1.6,,2,1.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Stroke - Female,New Jersey,9,2.4,-0.86,2.9,1.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Stroke - Hawaiian/Pacific Islander,New Jersey,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Stroke - High School Grad,New Jersey,,3.6,,4.4,2.8,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Stroke - Hispanic,New Jersey,,2.2,,3.3,1.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Stroke - Less Than $25,000",New Jersey,10,5.3,-0.67,6.6,3.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Stroke - Less than High School,New Jersey,,4.5,,6.6,2.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Stroke - Male,New Jersey,13,2.7,-0.63,3.2,2.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Stroke - Multiracial,New Jersey,,,,11.7,2.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Stroke - Other Race,New Jersey,,,,7.6,0,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Stroke - Rural,New Jersey,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Stroke - Some College,New Jersey,11,2.9,-1.01,3.7,2.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Stroke - Suburban,New Jersey,,3.2,,3.8,2.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Stroke - Urban,New Jersey,,2.8,,3.9,1.7,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Stroke - White,New Jersey,15,2.8,-0.76,3.3,2.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Suicide,New Jersey,1,7.5,-1.44,8.1,6.9,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2016
2018,2018 Annual,Suicide - Ages 15-24,New Jersey,,6.4,,8,5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2016
2018,2018 Annual,Suicide - Ages 25-34,New Jersey,,7.9,,9.7,6.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2016
2018,2018 Annual,Suicide - Ages 35-44,New Jersey,,8.5,,10.3,6.9,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2016
2018,2018 Annual,Suicide - Ages 45-54,New Jersey,,12.3,,14.3,10.4,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2016
2018,2018 Annual,Suicide - Ages 55-64,New Jersey,,10.9,,12.7,9,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2016
2018,2018 Annual,Suicide - Ages 65-74,New Jersey,,8.9,,11.2,6.9,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2016
2018,2018 Annual,Suicide - Ages 75-84,New Jersey,,7.8,,11.1,5.3,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2016
2018,2018 Annual,Suicide - Ages 85+,New Jersey,,13.1,,19.2,8.5,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2016
2018,2018 Annual,Suicide - American Indian/Alaskan Native,New Jersey,,,,,,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2016
2018,2018 Annual,Suicide - Asian,New Jersey,,4.6,,6.4,3.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2016
2018,2018 Annual,Suicide - Black,New Jersey,,3.1,,4.1,2.2,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2016
2018,2018 Annual,Suicide - Female,New Jersey,,3.3,,3.8,2.8,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2016
2018,2018 Annual,Suicide - Hispanic,New Jersey,,4.8,,6.1,3.7,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2016
2018,2018 Annual,Suicide - Male,New Jersey,,12.2,,13.2,11.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2016
2018,2018 Annual,Suicide - White,New Jersey,,8.8,,9.6,8.1,"CDC WONDER Online Database, Underlying Cause of Death, Multiple Cause of Death files",2016
2018,2018 Annual,Tdap Immunizations,New Jersey,24,90.0,0.31,93.3,85.3,"CDC, National Immunization Survey-Teen",2017
2018,2018 Annual,Tdap Immunizations - Above Poverty,New Jersey,8,93.4,,96.1,89.2,"CDC, National Immunization Survey-Teen",2017
2018,2018 Annual,Tdap Immunizations - Below Poverty,New Jersey,0,78.7,,89.5,61.4,"CDC, National Immunization Survey-Teen",2017
2018,2018 Annual,Tdap Immunizations - Black,New Jersey,0,85.6,,93.9,69.5,"CDC, National Immunization Survey-Teen",2017
2018,2018 Annual,Tdap Immunizations - Hispanic,New Jersey,0,84.3,,92.3,70.7,"CDC, National Immunization Survey-Teen",2017
2018,2018 Annual,Tdap Immunizations - White,New Jersey,8,93.7,,96.9,87.6,"CDC, National Immunization Survey-Teen",2017
2018,2018 Annual,"Teeth Extractions - $25-$49,999",New Jersey,12,19,-0.58,25.4,12.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Teeth Extractions - $50-$74,999",New Jersey,43,17.2,0.74,23.3,11.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Teeth Extractions - $75,000 or More",New Jersey,43,9.1,1.32,11.7,6.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Teeth Extractions - American Indian/Alaskan Native,New Jersey,,,,102.3,35,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Teeth Extractions - Asian,New Jersey,,,,6,0,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Teeth Extractions - Black,New Jersey,,31.3,,38.5,24.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Teeth Extractions - College Grad,New Jersey,26,5.9,0,7.7,4.1,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Teeth Extractions - Female,New Jersey,18,16,-0.42,18.7,13.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Teeth Extractions - Hawaiian/Pacific Islander,New Jersey,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Teeth Extractions - High School Grad,New Jersey,23,24,-0.09,28.5,19.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Teeth Extractions - Hispanic,New Jersey,,19,,25.4,12.6,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,"Teeth Extractions - Less Than $25,000",New Jersey,19,35.8,-0.09,42.2,29.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Teeth Extractions - Less than High School,New Jersey,10,33.7,-0.27,44,23.4,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Teeth Extractions - Male,New Jersey,20,16.4,-0.29,19.6,13.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Teeth Extractions - Multiracial,New Jersey,,,,52.3,0,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Teeth Extractions - Other Race,New Jersey,,,,41.7,0,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Teeth Extractions - Rural,New Jersey,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Teeth Extractions - Some College,New Jersey,16,14.3,-0.35,18.1,10.5,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Teeth Extractions - Suburban,New Jersey,,12.7,,15.2,10.3,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Teeth Extractions - Urban,New Jersey,,15.3,,19.5,11.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Teeth Extractions - White,New Jersey,10,13.5,-0.7,15.8,11.2,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Underemployment Rate,New Jersey,36,9.2,0.45,,,"U.S. Department of Labor, Bureau of Labor Statistics ",2017
2018,2018 Annual,"Unemployment Rate, Annual",New Jersey,32,4.6,0.21,,,"U.S. Department of Labor, Bureau of Labor Statistics ",2017
2018,2018 Annual,Uninsured,New Jersey,24,7.9,-0.27,,,"U.S. Census Bureau, American Community Survey",2016-2017
2018,2018 Annual,Vegetables,New Jersey,17,2,0,2.2,1.9,"CDC, Behavioral Risk Factor Surveillance System",2017
2018,2018 Annual,Violent Crime,New Jersey,8,229,-1.11,,,"U.S. Department of Justice, Federal Bureau of Investigation",2017
2018,2018 Annual,Voter Registration,New Jersey,33,69.9,-0.09,72.2,67.6,"U.S. Census Bureau, Current Population Survey, Voter Registration",2016
2018,2018 Annual,Voter Registration - Ages 18-24 ,New Jersey,,47,,53.8,40.2,"U.S. Census Bureau, Current Population Survey, Voter Registration",2016
2018,2018 Annual,Voter Registration - Ages 25-34,New Jersey,,55.3,,61.4,49.2,"U.S. Census Bureau, Current Population Survey, Voter Registration",2016
2018,2018 Annual,Voter Registration - Ages 35-44,New Jersey,,68.7,,74.4,63,"U.S. Census Bureau, Current Population Survey, Voter Registration",2016
2018,2018 Annual,Voter Registration - Ages 45-64,New Jersey,,72.3,,75.8,68.8,"U.S. Census Bureau, Current Population Survey, Voter Registration",2016
2018,2018 Annual,Voter Registration - Ages 65+,New Jersey,,72.7,,77.1,68.3,"U.S. Census Bureau, Current Population Survey, Voter Registration",2016
2018,2018 Annual,Voter Registration - Asian,New Jersey,,56.4,,68.4,44.4,"U.S. Census Bureau, Current Population Survey, Voter Registration",2016
2018,2018 Annual,Voter Registration - Black,New Jersey,,67.2,,74.9,59.5,"U.S. Census Bureau, Current Population Survey, Voter Registration",2016
2018,2018 Annual,Voter Registration - Female,New Jersey,,72,,75.1,68.9,"U.S. Census Bureau, Current Population Survey, Voter Registration",2016
2018,2018 Annual,Voter Registration - Hispanic,New Jersey,,53.2,,63.4,43,"U.S. Census Bureau, Current Population Survey, Voter Registration",2016
2018,2018 Annual,Voter Registration - Male,New Jersey,,67.6,,71.1,64.1,"U.S. Census Bureau, Current Population Survey, Voter Registration",2016
